ORF_ID	Best_Hit_ARO	ARO	Model_type	Drug Class	Resistance Mechanism	AMR Gene Family
F4936_124881_8	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4936_128895_13	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4943_184487_2	Pseudomonas aeruginosa soxR	3004107	protein homolog model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; acridine dye; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump
F4945_254594_5	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
C5071_87661_2	AAC(3)-IId	3004623	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)
C5039_151111_1	floR	3002705	protein homolog model	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4960_25545_2	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
F4960_47589_1	plasmid-encoded cat (pp-cat)	3002689	protein homolog model	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)
F4962_9112_4	mdtF	3000796	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4962_19173_1	mdtO	3003549	protein homolog model	nucleoside antibiotic; acridine dye	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4962_68312_5	acrB	3000216	protein homolog model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4962_229661_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4962_266504_1	Mef(En2)	3004659	protein homolog model	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4972_115426_3	spd	3002631	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(9)
F4972_366972_17	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4973_141019_1	Escherichia coli acrA	3004043	protein homolog model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4973_449153_1	tetM	3000186	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
F4979_315071_1	tet(B)	3000166	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4978_102918_1	CfxA6	3003097	protein homolog model	cephamycin	antibiotic inactivation	CfxA beta-lactamase
F4983_355814_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4997_121973_1	tet32	3000196	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
F4997_232906_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5014_43190_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5018_7886_15	Escherichia coli ampC beta-lactamase	3004290	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase
F5018_119237_34	emrY	3000254	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5018_311732_2	CARB-3	3002242	protein homolog model	penam	antibiotic inactivation	CARB beta-lactamase
F5020_5949_1	SAT-4	3002897	protein homolog model	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)
F5020_11938_1	aadA3	3002603	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')
F5021_285020_1	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5039_257856_2	OXA-21	3001416	protein homolog model	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
F5039_257856_3	OXA-21	3001416	protein homolog model	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
F5046_1533_1	OXA-347	3001777	protein homolog model	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
F5052_132525_1	AAC(3)-IId	3004623	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)
F5054_229756_1	dfrA17	3002860	protein homolog model	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr
F5056_289529_1	oqxA	3003922	protein homolog model	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5061_10101_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5071_9760_1	emrK	3000206	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5084_355230_1	ANT(2'')-Ia	3000230	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(2'')
F5071_329936_4	QnrS1	3002790	protein homolog model	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)
F5100_217884_1	emtA	3004669	protein homolog model	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (G748)
F5108_242412_2	vga(E) Staphylococcus cohnii	3004715	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5108_243296_1	OXA-347	3001777	protein homolog model	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
F5108_258851_4	msrC	3002819	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F4331_172672_2	Mef(En2)	3004659	protein homolog model	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F4331_383392_2	dfrF	3002867	protein homolog model	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr
F5113_11380_1	emrK	3000206	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5113_394650_2	msrA	3000251	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5114_151754_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5115_30620_1	AER-1	3002481	protein homolog model	penam	antibiotic inactivation	AER beta-lactamase
F5138_251497_10	ErmC	3000250	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F5138_509041_2	ANT(6)-Ia	3002626	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)
F5143_89725_3	dfrF	3002867	protein homolog model	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr
F5153_449046_2	aadS	3004683	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)
F5155_485690_4	ErmT	3000595	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F5155_506297_1	AAC(6')-Ib4	3002577	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')
F5157_41873_1	AcrE	3000499	protein homolog model	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5158_182746_3	AcrS	3000656	protein homolog model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5163_73312_1	ANT(6)-Ia	3002626	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)
F4372_304721_1	Streptococcus suis chloramphenicol acetyltransferase	3004455	protein homolog model	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)
F5163_373093_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5173_146460_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5179_116058_1	ErmX	3000596	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F5236_97886_4	Erm(49)	3004626	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F4390_100571_8	AcrF	3000502	protein homolog model	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4390_156895_2	gadX	3000508	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F4395_86352_1	tet(D)	3000168	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5250_196975_2	ErmC	3000250	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase
F5256_112641_4	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5260_391858_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5284_234572_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5288_168875_1	tet(45)	3003196	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5290_32043_2	dfrA27	3004550	protein homolog model	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr
F5290_152506_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5298_171425_2	emrY	3000254	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5302_3083_23	vanI	3003723	protein homolog model	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase
F5300_39147_10	CRP	3000518	protein homolog model	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5302_70067_1	OXA-363	3001550	protein homolog model	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase
F5313_345720_5	AAC(3)-IV	3002539	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)
F4404_114921_2	SAT-4	3002897	protein homolog model	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)
F4410_92633_2	adeF	3000777	protein homolog model	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5336_367320_1	aadA5	3002605	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')
F5332_344860_2	AAC(6')-IIa	3002594	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')
F5336_64995_1	tet(W/N/W)	3004442	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
F5348_56931_2	mdtO	3003549	protein homolog model	nucleoside antibiotic; acridine dye	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5352_324066_3	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5354_197760_1	APH(2'')-IIa	3002635	protein homolog model	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')
F5354_229929_2	mdtC	3000794	protein homolog model	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5362_42624_4	mdtG	3001329	protein homolog model	fosfomycin	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5362_281310_2	poxtA	3004470	protein homolog model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5370_244771_1	tet(W/N/W)	3004442	protein homolog model	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein
F5381_185182_1	Escherichia coli ampC1 beta-lactamase	3004611	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase
F5382_258197_3	tet(33)	3000478	protein homolog model	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
BGI_PIG-033_GL0146709	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	protein variant model	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu
BGI_BHZ-11B_GL0043764	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	3004446	protein variant model	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics
BGI_BHZ-11B_GL0094860	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	3003889	protein variant model	fosfomycin	antibiotic target alteration	antibiotic-resistant GlpT
BGI_EYZ-381B_GL0314521	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
C4936_67057_4	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	3004157	protein variant model	para-aminosalicylic acid	antibiotic target alteration	aminosalicylate resistant dihydrofolate synthase
C4936_158230_3	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	3004157	protein variant model	para-aminosalicylic acid	antibiotic target alteration	aminosalicylate resistant dihydrofolate synthase
F5385_232983_2	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
F5399_246969_1	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	protein variant model	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu
F5422_266989_2	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	3003395	protein variant model	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
F4554_225458_4	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
F5510_171668_5	eatAv	3003761	protein variant model	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein
F5617_47083_2	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	3003889	protein variant model	fosfomycin	antibiotic target alteration	antibiotic-resistant GlpT
F5641_104421_1	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	3003395	protein variant model	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
I4930_64100_5	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	3004157	protein variant model	para-aminosalicylic acid	antibiotic target alteration	aminosalicylate resistant dihydrofolate synthase
I5640_402434_3	Campylobacter jejuni gyrA conferring resistance to fluoroquinolones	3003789	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA
I4978_6192_2	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	3004157	protein variant model	para-aminosalicylic acid	antibiotic target alteration	aminosalicylate resistant dihydrofolate synthase
W5021_73532_4	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	3003395	protein variant model	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
allSample_unmapped_182490_19	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
allSample_unmapped_302418_20	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
allSample_unmapped_905124_5	Campylobacter jejuni gyrA conferring resistance to fluoroquinolones	3003789	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA
allSample_unmapped_1046702_2	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
allSample_unmapped_2760775_34	Clostridioides difficile gyrB conferring resistance to fluoroquinolone	3004562	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB
allSample_unmapped_2481343_7	Campylobacter jejuni gyrA conferring resistance to fluoroquinolones	3003789	protein variant model	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA
allSample_unmapped_3077382_2	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	3004157	protein variant model	para-aminosalicylic acid	antibiotic target alteration	aminosalicylate resistant dihydrofolate synthase
Laiwu-LwIlLe_scaffold49908_1_3	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	3004446	protein variant model	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics
Laiwu-LwIlLe_scaffold101189_3_29	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	3004446	protein variant model	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics
s13_scaffold84200_1_22897_13	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	3004446	protein variant model	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics
s1400-55F_scaffold58647_1_1434_1	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	protein variant model	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu
s151337_C2485603_1_26441_16	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	3004446	protein variant model	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics
F5181_412025_2	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	3003395	protein variant model	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
F5256_250210_3	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	3003395	protein variant model	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
BGI_PIG-027_GL0023817	Escherichia coli soxR with mutation conferring antibiotic resistance	3003381	protein overexpression model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump
BGI_BHZ-11B_GL0075996	Escherichia coli soxS with mutation conferring antibiotic resistance	3003511	protein overexpression model	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams
BGI_SYZ-442B_GL0118444	tetR	3003479	protein overexpression model	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
C4936_234238_2	tetR	3003479	protein overexpression model	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump
F5480_15591_1	Escherichia coli marR mutant conferring antibiotic resistance	3003378	protein overexpression model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
F5572_216613_2	Escherichia coli acrR with mutation conferring multidrug antibiotic resistance	3003807	protein overexpression model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
allSample_unmapped_9900194_2	Escherichia coli marR mutant conferring antibiotic resistance	3003378	protein overexpression model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
S114106B_418617_2	Escherichia coli acrR with mutation conferring multidrug antibiotic resistance	3003807	protein overexpression model	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
